0.00.213.552 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.213.781 W srv  llama_server: -----------------
0.00.213.783 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.213.783 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.213.783 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.213.783 W srv  llama_server: -----------------
0.00.214.997 I srv    load_model: loading model '/models/Qwen3.8-Flash-Next-GGUF/UD-IQ3_XXS/Qwen3.8-Flash-Next-UD-IQ3_XXS-00001-of-00003.gguf'
0.00.434.727 W llama_model_loader: tensor overrides to CPU are used with mmap enabled - consider using --load-mode none for better performance
0.12.068.746 I cmn          init: llama threadpool init, n_threads = 16
0.56.077.042 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 163840, kv_unified = 'false'
0.56.149.796 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.56.149.836 I srv  llama_server: model loaded
0.56.149.840 I srv  llama_server: listening on http://0.0.0.0:8080
0.56.149.840 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.56.149.841 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
1.49.885.067 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
71.36.735.847 I slot print_timing: id  0 | task 139 | n_gen =  12622, tg =   5.20 t/s, tg_3s =   4.86 t/s
71.39.886.974 I slot print_timing: id  0 | task 139 | n_gen =  12639, tg =   5.20 t/s, tg_3s =   5.39 t/s
71.42.942.121 I slot print_timing: id  0 | task 139 | n_gen =  12653, tg =   5.20 t/s, tg_3s =   4.58 t/s
71.46.136.037 I slot print_timing: id  0 | task 139 | n_gen =  12668, tg =   5.20 t/s, tg_3s =   4.70 t/s
71.49.243.529 I slot print_timing: id  0 | task 139 | n_gen =  12679, tg =   5.20 t/s, tg_3s =   3.54 t/s
71.52.373.480 I slot print_timing: id  0 | task 139 | n_gen =  12693, tg =   5.20 t/s, tg_3s =   4.47 t/s
71.55.445.914 I slot print_timing: id  0 | task 139 | n_gen =  12703, tg =   5.20 t/s, tg_3s =   3.25 t/s
71.58.793.244 I slot print_timing: id  0 | task 139 | n_gen =  12713, tg =   5.19 t/s, tg_3s =   2.99 t/s
72.01.904.378 I slot print_timing: id  0 | task 139 | n_gen =  12727, tg =   5.19 t/s, tg_3s =   4.50 t/s
72.05.007.219 I slot print_timing: id  0 | task 139 | n_gen =  12741, tg =   5.19 t/s, tg_3s =   4.51 t/s
72.08.015.309 I slot print_timing: id  0 | task 139 | n_gen =  12757, tg =   5.19 t/s, tg_3s =   5.32 t/s
72.11.162.269 I slot print_timing: id  0 | task 139 | n_gen =  12770, tg =   5.19 t/s, tg_3s =   4.13 t/s
72.14.251.289 I slot print_timing: id  0 | task 139 | n_gen =  12783, tg =   5.19 t/s, tg_3s =   4.21 t/s
72.17.345.989 I slot print_timing: id  0 | task 139 | n_gen =  12797, tg =   5.19 t/s, tg_3s =   4.52 t/s
72.20.522.731 I slot print_timing: id  0 | task 139 | n_gen =  12808, tg =   5.19 t/s, tg_3s =   3.46 t/s
72.23.696.769 I slot print_timing: id  0 | task 139 | n_gen =  12825, tg =   5.19 t/s, tg_3s =   5.36 t/s
72.26.805.225 I slot print_timing: id  0 | task 139 | n_gen =  12839, tg =   5.19 t/s, tg_3s =   4.50 t/s
72.29.934.940 I slot print_timing: id  0 | task 139 | n_gen =  12859, tg =   5.19 t/s, tg_3s =   6.39 t/s
72.33.008.999 I slot print_timing: id  0 | task 139 | n_gen =  12873, tg =   5.19 t/s, tg_3s =   4.55 t/s
72.36.050.039 I slot print_timing: id  0 | task 139 | n_gen =  12889, tg =   5.19 t/s, tg_3s =   5.26 t/s
72.39.103.634 I slot print_timing: id  0 | task 139 | n_gen =  12901, tg =   5.19 t/s, tg_3s =   3.93 t/s
72.42.401.883 I slot print_timing: id  0 | task 139 | n_gen =  12914, tg =   5.18 t/s, tg_3s =   3.94 t/s
72.45.610.012 I slot print_timing: id  0 | task 139 | n_gen =  12925, tg =   5.18 t/s, tg_3s =   3.43 t/s
72.48.704.589 I slot print_timing: id  0 | task 139 | n_gen =  12942, tg =   5.18 t/s, tg_3s =   5.49 t/s
72.51.734.575 I slot print_timing: id  0 | task 139 | n_gen =  12957, tg =   5.18 t/s, tg_3s =   4.95 t/s
72.54.926.654 I slot print_timing: id  0 | task 139 | n_gen =  12969, tg =   5.18 t/s, tg_3s =   3.76 t/s
72.58.075.129 I slot print_timing: id  0 | task 139 | n_gen =  12987, tg =   5.18 t/s, tg_3s =   5.72 t/s
73.01.075.364 I slot print_timing: id  0 | task 139 | n_gen =  12997, tg =   5.18 t/s, tg_3s =   3.33 t/s
73.04.199.821 I slot print_timing: id  0 | task 139 | n_gen =  13013, tg =   5.18 t/s, tg_3s =   5.12 t/s
73.07.340.713 I slot print_timing: id  0 | task 139 | n_gen =  13033, tg =   5.18 t/s, tg_3s =   6.37 t/s
73.10.681.595 I slot print_timing: id  0 | task 139 | n_gen =  13052, tg =   5.18 t/s, tg_3s =   5.69 t/s
73.13.885.438 I slot print_timing: id  0 | task 139 | n_gen =  13067, tg =   5.18 t/s, tg_3s =   4.68 t/s
73.16.902.656 I slot print_timing: id  0 | task 139 | n_gen =  13085, tg =   5.18 t/s, tg_3s =   5.97 t/s
73.20.186.262 I slot print_timing: id  0 | task 139 | n_gen =  13102, tg =   5.18 t/s, tg_3s =   5.18 t/s
73.23.355.852 I slot print_timing: id  0 | task 139 | n_gen =  13111, tg =   5.18 t/s, tg_3s =   2.84 t/s
73.26.401.182 I slot print_timing: id  0 | task 139 | n_gen =  13126, tg =   5.18 t/s, tg_3s =   4.93 t/s
73.29.605.155 I slot print_timing: id  0 | task 139 | n_gen =  13147, tg =   5.18 t/s, tg_3s =   6.55 t/s
73.32.690.373 I slot print_timing: id  0 | task 139 | n_gen =  13163, tg =   5.18 t/s, tg_3s =   5.19 t/s
73.35.837.267 I slot print_timing: id  0 | task 139 | n_gen =  13175, tg =   5.18 t/s, tg_3s =   3.81 t/s
73.39.091.918 I slot print_timing: id  0 | task 139 | n_gen =  13197, tg =   5.18 t/s, tg_3s =   6.76 t/s
73.42.129.391 I slot print_timing: id  0 | task 139 | n_gen =  13213, tg =   5.18 t/s, tg_3s =   5.27 t/s
73.45.280.326 I slot print_timing: id  0 | task 139 | n_gen =  13227, tg =   5.18 t/s, tg_3s =   4.44 t/s
73.48.307.490 I slot print_timing: id  0 | task 139 | n_gen =  13237, tg =   5.18 t/s, tg_3s =   3.30 t/s
73.51.626.424 I slot print_timing: id  0 | task 139 | n_gen =  13253, tg =   5.18 t/s, tg_3s =   4.82 t/s
73.54.930.380 I slot print_timing: id  0 | task 139 | n_gen =  13268, tg =   5.18 t/s, tg_3s =   4.54 t/s
73.57.944.243 I slot print_timing: id  0 | task 139 | n_gen =  13286, tg =   5.18 t/s, tg_3s =   5.97 t/s
74.01.136.397 I slot print_timing: id  0 | task 139 | n_gen =  13303, tg =   5.18 t/s, tg_3s =   5.33 t/s
74.04.469.371 I slot print_timing: id  0 | task 139 | n_gen =  13320, tg =   5.18 t/s, tg_3s =   5.10 t/s
74.07.583.124 I slot print_timing: id  0 | task 139 | n_gen =  13333, tg =   5.18 t/s, tg_3s =   4.18 t/s
74.10.664.946 I slot print_timing: id  0 | task 139 | n_gen =  13349, tg =   5.18 t/s, tg_3s =   5.19 t/s
74.13.809.854 I slot print_timing: id  0 | task 139 | n_gen =  13363, tg =   5.17 t/s, tg_3s =   4.45 t/s
74.17.022.991 I slot print_timing: id  0 | task 139 | n_gen =  13374, tg =   5.17 t/s, tg_3s =   3.42 t/s
74.20.121.607 I slot print_timing: id  0 | task 139 | n_gen =  13386, tg =   5.17 t/s, tg_3s =   3.87 t/s
74.23.173.181 I slot print_timing: id  0 | task 139 | n_gen =  13405, tg =   5.17 t/s, tg_3s =   6.23 t/s
74.26.198.637 I slot print_timing: id  0 | task 139 | n_gen =  13416, tg =   5.17 t/s, tg_3s =   3.64 t/s
74.29.236.617 I slot print_timing: id  0 | task 139 | n_gen =  13429, tg =   5.17 t/s, tg_3s =   4.28 t/s
74.32.448.896 I slot print_timing: id  0 | task 139 | n_gen =  13443, tg =   5.17 t/s, tg_3s =   4.36 t/s
74.35.452.409 I slot print_timing: id  0 | task 139 | n_gen =  13457, tg =   5.17 t/s, tg_3s =   4.66 t/s
74.38.576.688 I slot print_timing: id  0 | task 139 | n_gen =  13470, tg =   5.17 t/s, tg_3s =   4.16 t/s
74.41.654.757 I slot print_timing: id  0 | task 139 | n_gen =  13483, tg =   5.17 t/s, tg_3s =   4.22 t/s
74.44.813.530 I slot print_timing: id  0 | task 139 | n_gen =  13499, tg =   5.17 t/s, tg_3s =   5.07 t/s
74.47.839.416 I slot print_timing: id  0 | task 139 | n_gen =  13515, tg =   5.17 t/s, tg_3s =   5.29 t/s
74.50.972.064 I slot print_timing: id  0 | task 139 | n_gen =  13529, tg =   5.16 t/s, tg_3s =   4.47 t/s
74.54.075.459 I slot print_timing: id  0 | task 139 | n_gen =  13545, tg =   5.16 t/s, tg_3s =   5.16 t/s
74.57.238.462 I slot print_timing: id  0 | task 139 | n_gen =  13556, tg =   5.16 t/s, tg_3s =   3.48 t/s
75.00.391.650 I slot print_timing: id  0 | task 139 | n_gen =  13568, tg =   5.16 t/s, tg_3s =   3.81 t/s
75.03.743.473 I slot print_timing: id  0 | task 139 | n_gen =  13573, tg =   5.16 t/s, tg_3s =   1.49 t/s
75.06.780.980 I slot print_timing: id  0 | task 139 | n_gen =  13586, tg =   5.16 t/s, tg_3s =   4.28 t/s
75.09.784.135 I slot print_timing: id  0 | task 139 | n_gen =  13616, tg =   5.16 t/s, tg_3s =   9.99 t/s
75.12.800.923 I slot print_timing: id  0 | task 139 | n_gen =  13646, tg =   5.17 t/s, tg_3s =   9.94 t/s
75.15.942.562 I slot print_timing: id  0 | task 139 | n_gen =  13662, tg =   5.17 t/s, tg_3s =   5.09 t/s
75.18.945.561 I slot print_timing: id  0 | task 139 | n_gen =  13677, tg =   5.17 t/s, tg_3s =   5.00 t/s
75.22.043.612 I slot print_timing: id  0 | task 139 | n_gen =  13697, tg =   5.17 t/s, tg_3s =   6.46 t/s
75.25.071.262 I slot print_timing: id  0 | task 139 | n_gen =  13727, tg =   5.17 t/s, tg_3s =   9.91 t/s
75.28.083.077 I slot print_timing: id  0 | task 139 | n_gen =  13748, tg =   5.18 t/s, tg_3s =   6.97 t/s
75.31.091.507 I slot print_timing: id  0 | task 139 | n_gen =  13778, tg =   5.18 t/s, tg_3s =   9.97 t/s
75.34.154.690 I slot print_timing: id  0 | task 139 | n_gen =  13804, tg =   5.18 t/s, tg_3s =   8.49 t/s
75.37.189.963 I slot print_timing: id  0 | task 139 | n_gen =  13828, tg =   5.19 t/s, tg_3s =   7.91 t/s
75.40.753.486 I slot print_timing: id  0 | task 139 | n_gen =  13855, tg =   5.19 t/s, tg_3s =   7.58 t/s
75.44.231.850 I slot print_timing: id  0 | task 139 | n_gen =  13863, tg =   5.19 t/s, tg_3s =   2.30 t/s
75.47.316.999 I slot print_timing: id  0 | task 139 | n_gen =  13875, tg =   5.19 t/s, tg_3s =   3.89 t/s
75.50.371.216 I slot print_timing: id  0 | task 139 | n_gen =  13900, tg =   5.19 t/s, tg_3s =   8.19 t/s
75.53.448.951 I slot print_timing: id  0 | task 139 | n_gen =  13927, tg =   5.19 t/s, tg_3s =   8.77 t/s
75.56.483.299 I slot print_timing: id  0 | task 139 | n_gen =  13955, tg =   5.20 t/s, tg_3s =   9.23 t/s
75.59.567.115 I slot print_timing: id  0 | task 139 | n_gen =  13975, tg =   5.20 t/s, tg_3s =   6.49 t/s
76.02.609.895 I slot print_timing: id  0 | task 139 | n_gen =  13995, tg =   5.20 t/s, tg_3s =   6.57 t/s
76.05.887.897 I slot print_timing: id  0 | task 139 | n_gen =  14019, tg =   5.20 t/s, tg_3s =   7.32 t/s
76.08.948.892 I slot print_timing: id  0 | task 139 | n_gen =  14041, tg =   5.21 t/s, tg_3s =   7.19 t/s
76.11.974.541 I slot print_timing: id  0 | task 139 | n_gen =  14056, tg =   5.21 t/s, tg_3s =   4.96 t/s
76.15.315.439 I slot print_timing: id  0 | task 139 | n_gen =  14081, tg =   5.21 t/s, tg_3s =   7.48 t/s
76.18.378.991 I slot print_timing: id  0 | task 139 | n_gen =  14103, tg =   5.21 t/s, tg_3s =   7.18 t/s
76.21.417.923 I slot print_timing: id  0 | task 139 | n_gen =  14119, tg =   5.21 t/s, tg_3s =   5.27 t/s
76.24.623.071 I slot print_timing: id  0 | task 139 | n_gen =  14142, tg =   5.21 t/s, tg_3s =   7.18 t/s
76.27.706.886 I slot print_timing: id  0 | task 139 | n_gen =  14165, tg =   5.22 t/s, tg_3s =   7.46 t/s
76.30.805.538 I slot print_timing: id  0 | task 139 | n_gen =  14181, tg =   5.21 t/s, tg_3s =   5.16 t/s
76.33.917.324 I slot print_timing: id  0 | task 139 | n_gen =  14203, tg =   5.22 t/s, tg_3s =   7.07 t/s
76.36.988.745 I slot print_timing: id  0 | task 139 | n_gen =  14227, tg =   5.22 t/s, tg_3s =   7.81 t/s
76.40.013.690 I slot print_timing: id  0 | task 139 | n_gen =  14244, tg =   5.22 t/s, tg_3s =   5.62 t/s
76.43.044.844 I slot print_timing: id  0 | task 139 | n_gen =  14267, tg =   5.22 t/s, tg_3s =   7.59 t/s
76.46.072.229 I slot print_timing: id  0 | task 139 | n_gen =  14291, tg =   5.23 t/s, tg_3s =   7.93 t/s
76.49.129.742 I slot print_timing: id  0 | task 139 | n_gen =  14307, tg =   5.23 t/s, tg_3s =   5.23 t/s
76.52.198.224 I slot print_timing: id  0 | task 139 | n_gen =  14330, tg =   5.23 t/s, tg_3s =   7.50 t/s
76.55.205.246 I slot print_timing: id  0 | task 139 | n_gen =  14354, tg =   5.23 t/s, tg_3s =   7.98 t/s
76.58.243.986 I slot print_timing: id  0 | task 139 | n_gen =  14371, tg =   5.23 t/s, tg_3s =   5.59 t/s
77.01.309.551 I slot print_timing: id  0 | task 139 | n_gen =  14395, tg =   5.23 t/s, tg_3s =   7.83 t/s
77.04.470.346 I slot print_timing: id  0 | task 139 | n_gen =  14419, tg =   5.24 t/s, tg_3s =   7.59 t/s
77.07.518.366 I slot print_timing: id  0 | task 139 | n_gen =  14438, tg =   5.24 t/s, tg_3s =   6.23 t/s
77.10.794.073 I slot print_timing: id  0 | task 139 | n_gen =  14460, tg =   5.24 t/s, tg_3s =   6.72 t/s
77.13.837.480 I slot print_timing: id  0 | task 139 | n_gen =  14480, tg =   5.24 t/s, tg_3s =   6.57 t/s
77.16.985.323 I slot print_timing: id  0 | task 139 | n_gen =  14492, tg =   5.24 t/s, tg_3s =   3.81 t/s
77.20.235.226 I slot print_timing: id  0 | task 139 | n_gen =  14508, tg =   5.24 t/s, tg_3s =   4.92 t/s
77.23.348.461 I slot print_timing: id  0 | task 139 | n_gen =  14522, tg =   5.24 t/s, tg_3s =   4.50 t/s
77.26.436.336 I slot print_timing: id  0 | task 139 | n_gen =  14545, tg =   5.24 t/s, tg_3s =   7.45 t/s
77.29.440.669 I slot print_timing: id  0 | task 139 | n_gen =  14568, tg =   5.24 t/s, tg_3s =   7.66 t/s
77.32.447.456 I slot print_timing: id  0 | task 139 | n_gen =  14595, tg =   5.25 t/s, tg_3s =   8.98 t/s
77.35.474.611 I slot print_timing: id  0 | task 139 | n_gen =  14619, tg =   5.25 t/s, tg_3s =   7.93 t/s
77.38.524.282 I slot print_timing: id  0 | task 139 | n_gen =  14649, tg =   5.26 t/s, tg_3s =   9.84 t/s
77.41.597.363 I slot print_timing: id  0 | task 139 | n_gen =  14677, tg =   5.26 t/s, tg_3s =   9.11 t/s
77.44.600.226 I slot print_timing: id  0 | task 139 | n_gen =  14706, tg =   5.27 t/s, tg_3s =   9.66 t/s
77.47.680.281 I slot print_timing: id  0 | task 139 | n_gen =  14734, tg =   5.27 t/s, tg_3s =   9.09 t/s
77.50.806.260 I slot print_timing: id  0 | task 139 | n_gen =  14751, tg =   5.27 t/s, tg_3s =   5.44 t/s
77.53.991.391 I slot print_timing: id  0 | task 139 | n_gen =  14769, tg =   5.27 t/s, tg_3s =   5.65 t/s
77.57.023.544 I slot print_timing: id  0 | task 139 | n_gen =  14783, tg =   5.27 t/s, tg_3s =   4.62 t/s
78.00.045.983 I slot print_timing: id  0 | task 139 | n_gen =  14809, tg =   5.27 t/s, tg_3s =   8.60 t/s
78.03.080.612 I slot print_timing: id  0 | task 139 | n_gen =  14837, tg =   5.28 t/s, tg_3s =   9.23 t/s
78.06.117.641 I slot print_timing: id  0 | task 139 | n_gen =  14858, tg =   5.28 t/s, tg_3s =   6.91 t/s
78.09.201.695 I slot print_timing: id  0 | task 139 | n_gen =  14885, tg =   5.28 t/s, tg_3s =   8.75 t/s
78.12.256.812 I slot print_timing: id  0 | task 139 | n_gen =  14913, tg =   5.29 t/s, tg_3s =   9.16 t/s
78.15.263.437 I slot print_timing: id  0 | task 139 | n_gen =  14942, tg =   5.29 t/s, tg_3s =   9.65 t/s
78.18.399.854 I slot print_timing: id  0 | task 139 | n_gen =  14956, tg =   5.29 t/s, tg_3s =   4.46 t/s
78.21.531.877 I slot print_timing: id  0 | task 139 | n_gen =  14965, tg =   5.29 t/s, tg_3s =   2.87 t/s
78.24.594.840 I slot print_timing: id  0 | task 139 | n_gen =  14974, tg =   5.29 t/s, tg_3s =   2.94 t/s
78.27.790.565 I slot print_timing: id  0 | task 139 | n_gen =  14984, tg =   5.28 t/s, tg_3s =   3.13 t/s
78.30.874.214 I slot print_timing: id  0 | task 139 | n_gen =  15004, tg =   5.28 t/s, tg_3s =   6.49 t/s
78.33.956.230 I slot print_timing: id  0 | task 139 | n_gen =  15026, tg =   5.29 t/s, tg_3s =   7.14 t/s
78.36.956.859 I slot print_timing: id  0 | task 139 | n_gen =  15049, tg =   5.29 t/s, tg_3s =   7.67 t/s
78.40.069.305 I slot print_timing: id  0 | task 139 | n_gen =  15071, tg =   5.29 t/s, tg_3s =   7.07 t/s
78.43.084.466 I slot print_timing: id  0 | task 139 | n_gen =  15088, tg =   5.29 t/s, tg_3s =   5.64 t/s
78.46.153.172 I slot print_timing: id  0 | task 139 | n_gen =  15103, tg =   5.29 t/s, tg_3s =   4.89 t/s
78.49.252.536 I slot print_timing: id  0 | task 139 | n_gen =  15125, tg =   5.29 t/s, tg_3s =   7.10 t/s
78.52.293.375 I slot print_timing: id  0 | task 139 | n_gen =  15147, tg =   5.29 t/s, tg_3s =   7.23 t/s
78.55.390.138 I slot print_timing: id  0 | task 139 | n_gen =  15175, tg =   5.30 t/s, tg_3s =   9.04 t/s
78.58.395.104 I slot print_timing: id  0 | task 139 | n_gen =  15194, tg =   5.30 t/s, tg_3s =   6.32 t/s
79.01.701.018 I slot print_timing: id  0 | task 139 | n_gen =  15215, tg =   5.30 t/s, tg_3s =   6.35 t/s
79.04.738.751 I slot print_timing: id  0 | task 139 | n_gen =  15238, tg =   5.30 t/s, tg_3s =   7.57 t/s
79.07.788.131 I slot print_timing: id  0 | task 139 | n_gen =  15263, tg =   5.31 t/s, tg_3s =   8.20 t/s
79.10.882.038 I slot print_timing: id  0 | task 139 | n_gen =  15290, tg =   5.31 t/s, tg_3s =   8.73 t/s
79.13.951.542 I slot print_timing: id  0 | task 139 | n_gen =  15319, tg =   5.31 t/s, tg_3s =   9.45 t/s
79.17.003.018 I slot print_timing: id  0 | task 139 | n_gen =  15348, tg =   5.32 t/s, tg_3s =   9.50 t/s
79.20.304.600 I slot print_timing: id  0 | task 139 | n_gen =  15374, tg =   5.32 t/s, tg_3s =   7.88 t/s
79.23.327.220 I slot print_timing: id  0 | task 139 | n_gen =  15393, tg =   5.32 t/s, tg_3s =   6.29 t/s
79.26.532.857 I slot print_timing: id  0 | task 139 | n_gen =  15405, tg =   5.32 t/s, tg_3s =   3.74 t/s
79.29.562.711 I slot print_timing: id  0 | task 139 | n_gen =  15421, tg =   5.32 t/s, tg_3s =   5.28 t/s
79.32.725.090 I slot print_timing: id  0 | task 139 | n_gen =  15430, tg =   5.32 t/s, tg_3s =   2.85 t/s
79.35.794.842 I slot print_timing: id  0 | task 139 | n_gen =  15449, tg =   5.32 t/s, tg_3s =   6.19 t/s
79.38.888.864 I slot print_timing: id  0 | task 139 | n_gen =  15475, tg =   5.32 t/s, tg_3s =   8.40 t/s
79.41.922.270 I slot print_timing: id  0 | task 139 | n_gen =  15490, tg =   5.32 t/s, tg_3s =   4.94 t/s
79.45.232.987 I slot print_timing: id  0 | task 139 | n_gen =  15507, tg =   5.32 t/s, tg_3s =   5.13 t/s
79.48.575.099 I slot print_timing: id  0 | task 139 | n_gen =  15529, tg =   5.32 t/s, tg_3s =   6.58 t/s
79.52.103.985 I slot print_timing: id  0 | task 139 | n_gen =  15543, tg =   5.32 t/s, tg_3s =   3.97 t/s
79.55.246.459 I slot print_timing: id  0 | task 139 | n_gen =  15554, tg =   5.32 t/s, tg_3s =   3.50 t/s
79.58.366.462 I slot print_timing: id  0 | task 139 | n_gen =  15572, tg =   5.32 t/s, tg_3s =   5.77 t/s
80.01.459.868 I slot print_timing: id  0 | task 139 | n_gen =  15596, tg =   5.32 t/s, tg_3s =   7.76 t/s
80.04.482.398 I slot print_timing: id  0 | task 139 | n_gen =  15621, tg =   5.33 t/s, tg_3s =   8.27 t/s
80.07.785.344 I slot print_timing: id  0 | task 139 | n_gen =  15645, tg =   5.33 t/s, tg_3s =   7.27 t/s
80.10.885.208 I slot print_timing: id  0 | task 139 | n_gen =  15665, tg =   5.33 t/s, tg_3s =   6.45 t/s
80.13.936.268 I slot print_timing: id  0 | task 139 | n_gen =  15693, tg =   5.33 t/s, tg_3s =   9.18 t/s
80.16.955.752 I slot print_timing: id  0 | task 139 | n_gen =  15711, tg =   5.33 t/s, tg_3s =   5.96 t/s
80.19.976.889 I slot print_timing: id  0 | task 139 | n_gen =  15724, tg =   5.33 t/s, tg_3s =   4.30 t/s
80.23.040.222 I slot print_timing: id  0 | task 139 | n_gen =  15742, tg =   5.33 t/s, tg_3s =   5.88 t/s
80.26.082.545 I slot print_timing: id  0 | task 139 | n_gen =  15760, tg =   5.33 t/s, tg_3s =   5.92 t/s
80.29.374.592 I slot print_timing: id  0 | task 139 | n_gen =  15774, tg =   5.33 t/s, tg_3s =   4.25 t/s
80.32.444.618 I slot print_timing: id  0 | task 139 | n_gen =  15784, tg =   5.33 t/s, tg_3s =   3.26 t/s
80.35.491.715 I slot print_timing: id  0 | task 139 | n_gen =  15796, tg =   5.33 t/s, tg_3s =   3.94 t/s
80.38.559.197 I slot print_timing: id  0 | task 139 | n_gen =  15822, tg =   5.33 t/s, tg_3s =   8.48 t/s
80.41.653.198 I slot print_timing: id  0 | task 139 | n_gen =  15848, tg =   5.34 t/s, tg_3s =   8.40 t/s
80.44.865.186 I slot print_timing: id  0 | task 139 | n_gen =  15875, tg =   5.34 t/s, tg_3s =   8.41 t/s
80.47.936.383 I slot print_timing: id  0 | task 139 | n_gen =  15888, tg =   5.34 t/s, tg_3s =   4.23 t/s
80.50.981.507 I slot print_timing: id  0 | task 139 | n_gen =  15909, tg =   5.34 t/s, tg_3s =   6.90 t/s
80.54.059.325 I slot print_timing: id  0 | task 139 | n_gen =  15938, tg =   5.34 t/s, tg_3s =   9.42 t/s
80.57.077.224 I slot print_timing: id  0 | task 139 | n_gen =  15966, tg =   5.35 t/s, tg_3s =   9.28 t/s
81.00.089.245 I slot print_timing: id  0 | task 139 | n_gen =  15994, tg =   5.35 t/s, tg_3s =   9.30 t/s
81.03.131.361 I slot print_timing: id  0 | task 139 | n_gen =  16016, tg =   5.35 t/s, tg_3s =   7.23 t/s
81.06.168.515 I slot print_timing: id  0 | task 139 | n_gen =  16036, tg =   5.35 t/s, tg_3s =   6.59 t/s
81.09.233.386 I slot print_timing: id  0 | task 139 | n_gen =  16060, tg =   5.36 t/s, tg_3s =   7.83 t/s
81.12.303.245 I slot print_timing: id  0 | task 139 | n_gen =  16086, tg =   5.36 t/s, tg_3s =   8.47 t/s
81.15.530.959 I slot print_timing: id  0 | task 139 | n_gen =  16109, tg =   5.36 t/s, tg_3s =   7.13 t/s
81.18.608.281 I slot print_timing: id  0 | task 139 | n_gen =  16129, tg =   5.36 t/s, tg_3s =   6.50 t/s
81.21.618.547 I slot print_timing: id  0 | task 139 | n_gen =  16142, tg =   5.36 t/s, tg_3s =   4.32 t/s
81.24.646.640 I slot print_timing: id  0 | task 139 | n_gen =  16152, tg =   5.36 t/s, tg_3s =   3.30 t/s
81.27.901.034 I slot print_timing: id  0 | task 139 | n_gen =  16165, tg =   5.36 t/s, tg_3s =   3.99 t/s
81.30.943.020 I slot print_timing: id  0 | task 139 | n_gen =  16175, tg =   5.36 t/s, tg_3s =   3.29 t/s
81.34.177.922 I slot print_timing: id  0 | task 139 | n_gen =  16190, tg =   5.36 t/s, tg_3s =   4.64 t/s
81.37.313.362 I slot print_timing: id  0 | task 139 | n_gen =  16205, tg =   5.36 t/s, tg_3s =   4.78 t/s
81.40.411.374 I slot print_timing: id  0 | task 139 | n_gen =  16220, tg =   5.36 t/s, tg_3s =   4.84 t/s
81.43.475.760 I slot print_timing: id  0 | task 139 | n_gen =  16234, tg =   5.35 t/s, tg_3s =   4.57 t/s
81.46.564.365 I slot print_timing: id  0 | task 139 | n_gen =  16243, tg =   5.35 t/s, tg_3s =   2.91 t/s
81.49.783.769 I slot print_timing: id  0 | task 139 | n_gen =  16255, tg =   5.35 t/s, tg_3s =   3.73 t/s
81.52.931.309 I slot print_timing: id  0 | task 139 | n_gen =  16272, tg =   5.35 t/s, tg_3s =   5.40 t/s
81.55.949.513 I slot print_timing: id  0 | task 139 | n_gen =  16288, tg =   5.35 t/s, tg_3s =   5.30 t/s
81.59.011.844 I slot print_timing: id  0 | task 139 | n_gen =  16303, tg =   5.35 t/s, tg_3s =   4.90 t/s
82.02.035.596 I slot print_timing: id  0 | task 139 | n_gen =  16321, tg =   5.35 t/s, tg_3s =   5.95 t/s
82.05.053.221 I slot print_timing: id  0 | task 139 | n_gen =  16333, tg =   5.35 t/s, tg_3s =   3.98 t/s
82.08.192.256 I slot print_timing: id  0 | task 139 | n_gen =  16344, tg =   5.35 t/s, tg_3s =   3.50 t/s
82.11.356.942 I slot print_timing: id  0 | task 139 | n_gen =  16362, tg =   5.35 t/s, tg_3s =   5.69 t/s
82.14.487.802 I slot print_timing: id  0 | task 139 | n_gen =  16373, tg =   5.35 t/s, tg_3s =   3.51 t/s
82.16.785.539 I slot print_timing: id  0 | task 139 | prompt eval time = 1704789.14 ms / 116277 tokens (   14.66 ms per token,    68.21 tokens per second)
82.16.785.543 I slot print_timing: id  0 | task 139 |        eval time = 3065085.02 ms / 16382 tokens (  187.11 ms per token,     5.34 tokens per second)
82.16.785.545 I slot print_timing: id  0 | task 139 |       total time = 4769874.17 ms / 132659 tokens
82.16.785.545 I slot print_timing: id  0 | task 139 |    graphs reused =      16441
82.16.787.362 I slot      release: id  0 | task 139 | stop processing: n_tokens = 132658, truncated = 0
83.23.295.183 I srv    operator(): operator(): cleaning up before exit...
